Name,Class,z,ra,dec,is_clagn,umap_x,umap_y,fvar_w1,mean_w1_mjy,projected,clagn_score,in_region_zeltyn,in_region_clagn
J020428.59-031013.7,EVQ,0.359745,31.119124999999997,-3.170472222222222,False,11.221195,3.4560533,0.15370940096227542,0.42837398262281506,True,0.34,False,True
J020649.48-041452.7,CL-AGN,0.138743,31.70616666666666,-4.247972222222223,True,14.767575,1.3125561,0.07735646185886715,0.5781286215628632,True,0.14,False,False
J020719.49-033600.7,EVQ,0.560031,31.831208333333333,-3.6001944444444445,False,13.333651,2.3739119,0.1543466345669727,0.13667302015584892,True,0.2,False,False
J021122.60-021129.8,EVQ,0.210883,32.84416666666666,-2.191611111111111,False,11.324475,0.055634145,0.08060980806131336,0.41015555940703924,True,0.04,False,False
J022105.64-044101.5,CL-AGN RM,0.198636,35.2735,-4.68375,True,16.595428,2.07775,0.17869604510847778,0.8945591266558782,True,0.22,False,False
J022907.77+003755.0,EVQ,0.458884,37.282375,0.6319444444444444,False,3.8141005,-0.14096518,,0.14338116507968007,True,0.0,True,False
J023029.63+004305.0,EVQ,2.586888,37.623458333333325,0.7180555555555556,False,,,,,False,,False,False
J023112.11-002056.3,EVQ,0.643731,37.80045833333333,-0.3489722222222222,False,13.556471,-2.1567528,0.12633633240703718,0.31084272031235605,True,0.12,False,False
J023128.98+011250.2,EVQ,0.600864,37.870749999999994,1.2139444444444445,False,8.229506,2.2003582,0.06447127497753138,0.19707186347907962,True,0.1,True,False
J023427.80+010921.9,CL-AGN,0.739439,38.61583333333333,1.1560833333333334,True,5.725849,-0.63466895,0.013010509352010959,0.16836176435723432,True,0.0,False,False
J023904.10-004410.8,CL-AGN,0.567837,39.767083333333325,-0.7363333333333333,True,6.478474,0.021949375,0.019403645897139644,0.16205240113921637,True,0.02,False,False
J023958.89-000901.2,CL-AGN,0.394828,39.995374999999996,-0.15033333333333332,True,18.43629,9.037429,0.2723721420891145,0.10612882681645217,True,0.04,False,False
J024508.68+003710.7,CL-AGN,0.29935,41.28616666666666,0.619638888888889,True,19.57372,4.7957807,0.24585645065516007,0.3354479819284373,True,0.16,False,False
J024510.20-000628.1,EVQ,2.132256,41.2925,-0.10780555555555556,False,,,,,False,,False,False
