idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
624,P18456,133.13447,49.24525,1,1,0,55913.0,55913.0,14.71297616243856,0.0,boss,55913,QSO,BROADLINE,False,False,QSO,BROADLINE,0.6921265,,
625,P25107,163.30751,45.177641,2,1,1,53054.0,59569.98298255,4.700702425135348,17.83978913771389,main|sdss,53054|59570,QSO|QSO,BROADLINE|,False,True,QSO,,0.5862711319251024,,
626,P4631,257.94009,23.54744,1,1,0,53462.0,53462.0,21.42344844169934,0.0,sdss,53462,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1420376,,
627,P4767,255.53045,23.947225,1,1,0,53446.0,53446.0,21.467254054293452,0.0,sdss,53446,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1672701,,
628,P23630,155.03251,30.457518,2,2,0,53437.0,58138.0,8.621258161069635,12.870636550308008,eboss|sdss,53437|58138,QSO|?,BROADLINE|,False,False,?,,0.6061706,,
629,P2253,242.36255,26.20072,1,1,0,52824.0,52824.0,23.17019724388962,0.0,sdss,52824,QSO,BROADLINE,False,False,QSO,BROADLINE,0.5215413,,
630,P18683,135.30021,1.263766,4,2,2,51929.0,59641.192139065,4.505742379919731,21.11483131845312,boss|main|sdss,51929|55272|59532|59641,QSO|QSO|QSO|QSO,BROADLINE|BROADLINE||,False,True,QSO,,0.7814979552998602,,
631,P18637,142.44966,30.733447,2,2,0,53389.0,58157.0,8.569238996114125,13.05407255304586,eboss|sdss,53389|58157,QSO|?,BROADLINE|,False,False,?,,0.5051332,,
632,P18999,138.02028,59.666068,1,1,0,51907.0,51907.0,25.68080641568976,0.0,sdss,51907,QSO,BROADLINE,False,False,QSO,BROADLINE,0.7735624,,
633,P16509,127.19713,13.954457,2,1,1,54139.0,59648.0995107,4.486831027051844,15.083092431759065,main|sdss,54139|59648,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.16781501569442475,,
634,P24419,160.88725,37.081525,2,1,1,53463.0,59666.19691405,4.437283037044993,16.983427553867216,main|sdss,53463|59666,QSO|QSO,AGN BROADLINE|,False,True,QSO,,0.1805522076609758,,
