objectid,label_bits,labels,umap_x,umap_y,fvar_w1,mean_w1_mjy,max_w1_mjy,clagn_score,is_known_clagn,in_region_clagn,in_region_zeltyn
580,1,SDSS_QSO,22.512575,3.499288,0.44204242196651916,0.5427970003170632,0.7992111197356448,0.02,False,False,False
671,1,SDSS_QSO,8.819972,-3.2561903,,0.05856099018265679,0.06128448399617398,0.0,False,False,False
734,1,SDSS_QSO,16.572664,2.0460873,0.20272239347885196,6.3383586138322645,8.03882377275795,0.22,False,False,False
327,1,SDSS_QSO,21.112484,3.3503566,0.27619332017818327,1.981536376993129,2.622560155006785,0.06,False,False,False
6018,1280,SPIDER_BL+SPIDER_AGNBL,13.619078,4.5471554,0.15202382708258255,0.3621452823872485,0.6189073150033666,0.38,False,True,False
802,1,SDSS_QSO,13.810841,0.2979701,0.11524130047300021,0.1815801837703425,0.22289278447283678,0.14,False,False,False
805,1,SDSS_QSO,21.094519,3.4382913,0.23931990267512546,0.64454612826768,0.8397157897617475,0.06,False,False,False
8288,2048,TDE,4.3223686,-3.3139486,,0.12819180548446868,0.12946908711694105,0.0,False,False,False
22,1,SDSS_QSO,6.4701796,-3.6836555,,0.17217398483382468,0.17537100799134597,0.0,False,False,False
6311,1280,SPIDER_BL+SPIDER_AGNBL,12.019494,2.802762,0.06048793029245974,0.6693548832027498,0.8482832020119631,0.26,False,False,False
5948,1280,SPIDER_BL+SPIDER_AGNBL,17.691265,6.058683,0.21377129127503106,0.5630420403197267,0.7806301774266764,0.0,False,False,False
904,1,SDSS_QSO,14.280371,0.20575573,0.09785330838271028,0.42986314369600775,0.5065955371146166,0.16,False,False,False
16,1,SDSS_QSO,13.5399,3.3373845,0.17309694354195196,0.32395112409068866,0.46927559380479217,0.24,False,True,False
233,1,SDSS_QSO,19.34758,8.939839,0.30039257644672707,0.73957856772824,1.1178528867768884,0.12,False,False,False
616,1,SDSS_QSO,15.673731,4.2204084,0.5661484066526545,1.0890872875237472,2.344200139900316,0.24,False,True,False
679,1,SDSS_QSO,22.585464,4.284146,0.3438030000165659,0.5713017838411347,0.8528931916004036,0.02,False,False,False
5257,768,SPIDER_BL+SPIDER_QSOBL,18.956812,6.733109,0.34978314747641526,2.839065916864661,4.357547699765874,0.0,False,False,False
517,1,SDSS_QSO,17.812191,6.2377353,0.38055691835691297,1.2364578540032194,1.9570572012811596,0.0,False,False,False
709,1,SDSS_QSO,21.075018,5.7113786,0.32986704421204593,0.5845057770405632,0.8089973759516971,0.04,False,False,False
8207,16,Turn-on,20.011759,4.684698,0.33985581209601484,2.6686427712878205,3.619811786886361,0.08,True,False,False
329,1,SDSS_QSO,22.731178,5.657991,0.43129104251992173,0.8914068063667745,1.3278361365729867,0.04,False,False,False
8117,16,Turn-on,14.373529,6.2608523,0.5189623781134871,1.0540517659923527,2.1525939720559535,0.08,True,False,False
453,1,SDSS_QSO,15.98576,6.6958814,0.39584127803664176,0.16532612377981432,0.3272478627715776,0.1,False,False,False
335,1,SDSS_QSO,21.44838,4.0377584,0.36053235173513604,0.36900053627019547,0.5269191548160572,0.0,False,False,False
4004,128,SPIDER_AGN,1.2434796,-0.40335208,,0.2709253258751726,0.2711234408450265,0.0,False,False,False
635,1,SDSS_QSO,13.747893,-1.0172565,0.09821534835325169,0.4541780175975794,0.598573566977501,0.18,False,False,False
